"2025-08-06 03:42:00",1924,108,2025,218,222,-0.426557,0.2512484,-0.7312407,0.3656202,-0.1686611,0.2687537,-0.749605,0.3748026,-0.05290721,0.2204863,-0.9069806,0.4534903,-6.092963,0.4099059,-6.930387,-5.630938,-0.07946689,0.04667428,-0.1343106,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",355.7138,1.762134,350.9327,358.1612,10.57152,9.482787
"2025-08-06 03:43:00",1925,108,2025,218,223,-0.4509329,0.2149267,-0.7312432,0,-0.1249345,0.2435421,-0.3748039,0.3748039,-0.1058146,0.2394885,-0.453492,0.453492,-6.634418,0.3579922,-7.363562,-5.630938,-0.06715536,0.04748601,-0.2014664,0.06715546,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",355.2828,1.839366,350.5036,362.4511,10.57059,9.504303
"2025-08-06 03:44:00",1926,108,2025,218,224,-0.481399,0.2359276,-0.7312432,0,-0.2123879,0.2094279,-0.7496078,0.3748039,-0.07558158,0.2506752,-0.9069755,0.4534878,-7.226355,0.4146263,-8.229787,-6.064109,-0.06491696,0.04899232,-0.134311,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",354.4088,1.266512,350.5036,356.8702,10.5689,9.449474
"2025-08-06 03:45:00",1927,108,2025,218,225,-0.4265539,0.2922401,-0.7312364,0.365617,-0.1374267,0.2367149,-0.7496008,0.3748004,-0.09825561,0.3108031,-1.360459,0.4534878,-7.327386,0.5438429,-8.229787,-6.497178,-0.05932082,0.046026,-0.1343116,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",354.1654,1.577239,349.2062,357.2992,10.56715,9.421616
"2025-08-06 03:46:00",1928,108,2025,218,226,-0.4509278,0.2530136,-1.096851,0,-0.162413,0.2307038,-0.3747997,0.3747997,-0.04534866,0.376694,-1.360459,0.9069726,-8.186449,1.669536,-11.26179,-6.064032,-0.06715576,0.05055303,-0.2014674,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",353.6932,1.947628,349.1464,356.8661,10.56589,9.497201
"2025-08-06 03:47:00",1929,108,2025,218,227,-0.4265535,0.2512465,-0.731235,0,-0.199893,0.1991107,-0.3747997,0.3747997,-0.05290678,0.3422915,-1.360461,0.9069738,-10.94414,1.042762,-12.12808,-8.229746,-0.06155946,0.05098487,-0.134312,0.06715598,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",351.0037,1.391855,347.4138,354.6961,10.56258,9.510664
"2025-08-06 03:48:00",1930,108,2025,218,228,-0.4631145,0.2658938,-0.7312402,0,-0.1686595,0.2100769,-0.3748023,0.3747986,-0.09825519,0.2630173,-0.4534856,0.9069711,-9.846826,0.9149752,-11.26176,-8.229746,-0.06267891,0.05182578,-0.201468,0.06715598,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",351.9581,1.451586,348.2782,355.5624,10.55943,9.482714
"2025-08-06 03:49:00",1931,108,2025,218,229,-0.4874934,0.2556437,-0.7312402,0,-0.1998946,0.2511145,-1.124407,0.3748023,-0.1587215,0.2965076,-0.9069802,0.4534901,-7.406845,0.9708077,-9.529275,-5.630935,-0.06155933,0.04470042,-0.1343113,0.06715564,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",354.1895,1.361758,349.6353,357.7323,10.55483,9.441969
"2025-08-06 03:50:00",1932,108,2025,218,230,-0.4326486,0.2710814,-0.7312402,0.3656185,-0.2061404,0.2209418,-0.7496013,0.3748006,-0.06046504,0.267861,-0.4534881,0.4534901,-5.926896,0.3579856,-6.497233,-5.63091,-0.06603711,0.04979191,-0.2014694,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",355.5611,1.301309,351.799,358.1633,10.55148,9.420787
"2025-08-06 03:51:00",1933,108,2025,218,231,-0.4874916,0.2805724,-1.096856,0,-0.1811537,0.2216472,-0.3748009,0.3748009,-0.07558138,0.2766733,-0.9069767,0.4534884,-8.193701,1.035007,-9.962386,-6.497204,-0.06267943,0.05600854,-0.1343131,0.06715656,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",353.2621,1.61101,347.9048,356.8639,10.54856,9.414433
"2025-08-06 03:52:00",1934,108,2025,218,232,-0.4692108,0.2593203,-1.096856,0,-0.1874005,0.1995031,-0.3748011,0.3748011,-0.1209303,0.2729316,-0.9069772,0.4534886,-9.485926,1.14518,-10.82869,-6.064064,-0.05484457,0.03971461,-0.1343133,0,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",351.9738,2.155957,345.804,357.2778,10.54644,9.414907
"2025-08-06 03:53:00",1935,108,2025,218,233,-0.4631173,0.2394424,-0.7312381,0,-0.1811539,0.2108199,-0.3748012,0.3748011,-0.007558136,0.268181,-0.9069772,0.9069776,-7.327413,0.5880382,-8.662953,-6.497212,-0.06939507,0.05197103,-0.1343133,0.06715643,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",354.5976,1.666838,350.5138,358.5773,10.54327,9.505922
"2025-08-06 03:54:00",1936,108,2025,218,234,-0.4813994,0.2627352,-0.7312413,0.365619,-0.1686608,0.1986214,-0.3748029,0.3748029,-0.1058142,0.2533957,-0.9069776,0.4534908,-8.749594,0.9548777,-9.962396,-6.930393,-0.05148645,0.04960276,-0.1343129,0.06715643,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",353.0001,1.751246,347.4818,356.439,10.53972,9.471665
"2025-08-06 03:55:00",1937,108,2025,218,235,-0.4570252,0.2802425,-1.096862,0.3656206,-0.1561676,0.2195253,-0.7496058,0.3748029,-0.06802354,0.2595218,-0.9069816,0.4534908,-6.915946,0.3789963,-7.796692,-6.497213,-0.05820183,0.04821945,-0.134312,0.06715598,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",354.8336,1.480606,352.1886,359.0124,10.53684,9.471805
"2025-08-06 03:56:00",1938,108,2025,218,236,-0.4813981,0.2710817,-0.7312379,0,-0.1436738,0.2063298,-0.7496023,0.3747997,-0.1436047,0.3747955,-1.360466,0.9069774,-6.894262,0.3092444,-7.796655,-6.064066,-0.06939446,0.05746533,-0.1343123,0.06715613,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN",354.9705,1.229574,352.6341,357.7529,10.53567,9.494378
